,FEEDBACK,PRICE,SELLER NAME,PRODUCT NAME
783,"Great seller fast delivery, great communication",null,null,null
784,"Great item, speedy delivery, I would buy from again!! A+++ ebayer!",null,null,null
785,excellent running shoes,null,null,null
786,Great Communication and FAST SHIPPING! Highly Recommended.! Thanks,null,null,null
787,good seller A+++++,null,null,null
788,Very easy to work with,null,null,null
789,Accurate Listing and Fast Shipping! Recommended!!,null,null,null
790,Great communication.,null,null,null
791,Received items very quickly - just as described!  Thank you!  AA++++ Seller,null,null,null
792,Item as expected. Thanks !!!,null,null,null
793,"Fast shipping, Great seller!",null,null,null
794,fantastic seller! thank you!,null,null,null
795,Super Fast Shipping - FREE - A +++++  E'Bay'er,null,null,null
796,Very fast shipping good communication,null,null,null
797,super fast shipping,null,null,null
798,fast shipping A+++++,null,null,null
799,"prompt delivery, same as described",null,null,null
800,"Quick delivery, Thank You...A+",null,null,null
801,Very nice looking shoes.lightning fast shipping.THANKS!!!!!!!!!!!!!!!!!!!!!!!!!!,null,null,null
802,wii listed by seller to have 2 controllers & nunchuks but had only 1 of each,null,null,null
803,A+++++ Great eBayer A+++++,null,null,null
804,Just as explained,null,null,null
805,Great transaction.  Wii arrived in perfect condition and super fast shipping. A+,null,null,null
806,Fast shipper and good communicator - Thanks!,null,null,null
807,"Great product, fast shipping, excellent transaction!!!!!",null,null,null
808,thank you!,null,null,null
809,Arrived very quickly.,null,null,null
810,"fast shipping, thanx",null,null,null
811,great!,null,null,null
812,"Excellent. Quick free shipping, product exactly as described, good communication",null,null,null
813,Amazingly fast service! Thanks so much!,null,null,null
814,"Excellent seller, item as described + fast shipment.  Very Reliable.  A++",null,null,null
815,Thank you,null,null,null
816,Fastest shipping ever! A+++ Seller!!,null,null,null
817,"Item as described, fast shipment, great ebayer!!!",null,null,null
818,I felt the description was somewhat misleading.,null,null,null
819,quick shipment and excellant product,null,null,null
820,"JUST AMAZING, FASTEST SHIPPING EVER>>>THIS WAS PERFECT!!! THANK ...THANK YOU!!!!",null,null,null
821,"Great communication, quick transaction.  Awesome eBayer!!!!!!!  Thank you!!!!!!!",null,null,null
822,Fast delivery of Wii console - prompt attention to completing sale - Thanks!,null,null,null
823,FAST SHIPPMENT  A+++,null,null,null
824,Smooth transaction. Speedy delivery. AA++,null,null,null
825,"Nice doing business with you, speedy delivery.  Thanks",null,null,null
826,SUPER FAST DELIVERY! TOP SHELF!!!! WILL do business again. =],null,null,null
827,Fast shipping-THANKS.,null,null,null
828,"fast delivery, smooth transaction, thanks!",null,null,null
829,fast shipping exactly what i ordered,null,null,null
830,"Great product, just as described, quick shipping and excellent communication!!",null,null,null
831,Great Transaction and Follow-up,null,null,null
832,"Excellent to deal with, Shipped product same day, responded quickly to questions",null,null,null
833,Everything went as promised. Better than waiting on line at Toy's R Us!,null,null,null
834,"Great price, product, and Fast shipping.",null,null,null
835,"Fast shipping, great product. Thanks!",null,null,null
836,Quick Shipment. Product was as advertised. Easy Transaction.,null,null,null
837,very quick transaction,null,null,null
838,Super quick shipment!!!!!!  Thank you!!!!!,null,null,null
839,"Very nice to deal with,  Shipping was very quick.  Item came very well packaged.",null,null,null
840,A PLUS  The seller made my very first ebay shopping experience great!,null,null,null
841,good deal!  Great item,null,null,null
842,Fast Shipment.,null,null,null
843,great seller,null,null,null
844,ok,null,null,null
845,came as advertised and appears all fine also timely,null,null,null
846,great seller,null,null,null
847,"Great product, great process, great service!!",null,null,null
848,Item just as described.  Super fast shipping.  A++++++++,null,null,null
849,A+,null,null,null
850,+++++Very good ebayer.  Item as described,null,null,null
851,Fantastic Seller!!!!,null,null,null
852,great ebayer thanks!!!!,null,null,null
853,"As advertised,smooth transaction",null,null,null
854,ordered on Dec. 4th - received Dec.7th. Easy transaction. Super fast delivery!!!,null,null,null
855,"Great to deal with .sipped quick, answered all ? excellent.",null,null,null
856,Quick ship.  No hassles  Exactly as described,null,null,null
857,Great seller; I had a few questions and they were all timely answered.,null,null,null
858,"Excellent product, shipping and speed++++++++++++++++++",null,null,null
859,All is well,null,null,null
860,VERY QUICK SHIPMENT. THANKS,null,null,null
861,Excellent Computer --- Excellent Ebayer,null,null,null
862,Excellent Computer --- Thank You --- Great Ebayer,null,null,null
863,Fast! Thanks for the transaction!,null,null,null
864,"GREAT SELLER, EXACTLY AS DESCRIBED!",null,null,null
865,A+++ & Fast!,null,null,null
866,"item as described,smooth transaction",null,null,null
867,Great seller fast shipment,null,null,null
868,"quick shipping , a+ thank you",null,null,null
869,Accurate Description,null,null,null
870,Great! Thanks.,null,null,null
871,Very good experience,null,null,null
872,Excellent service. Thanks,null,null,null
873,Great service.  You've made someone very happy this Christmas.  Thanks,null,null,null
874,Very pleased. You can trust these people. Merry Christmas.,null,null,null
875,Hope to deal with you again. Thank you.  An asset to the ebay community.,null,justpoundsandounces,null
876,Quick and easy transaction,null,null,null
877,Excellent Service!!,null,null,null
878,great items!!!!,null,null,null
879,quick shipment,null,null,null
880,"Great Buyer, Fast Payment, Highly Recommended!!! A++++",null,eat-n-play,null
881,"A+++! great seller! item exactly as described and swift,secure shipment,Thanks",null,null,null
882,a+++  service and shipping!  Thanks,null,null,null
883,Great customer service.  Thank you,null,null,null
884,Product received super fast!  Seller was very cooperative & communicative.,null,null,null
885,Great sellar.,null,null,null
886,"In special message I asked to have shipped to my work, but they shipped home",null,null,null
887,Fast transaction and shipping.  Thanks!,null,null,null
888,good seller^^,null,null,null
889,thanks,null,null,null
890,"FABULOUS SELLER/great product,good price,immediate ship,unparalleled service!",null,null,null
891,Great will make a few kids happy,null,null,null
892,Great,null,null,null
893,"Very fast shipping!! Very happy, would buy from again! Thanks!!",null,null,null
894,Fast ship! Thanks! Quick to answer questions too.,null,null,null
895,Super fast shipping.  Great Transaction!!,null,null,null
896,not sellers fault fed ex horrible service   GREAT ITEM!!!!!!,null,null,null
897,Great product.  Fast delivery.,null,null,null
898,great service,null,null,null
899,Very prompt shipping!  Thanks so much! Great seller.,null,null,null
900,Just as described.  Would do business again.,null,null,null
901,Everything was sent on time and packaged great,null,null,null
902,very good,null,null,null
903,Very quick shipment!!  Everything was packaged neatly.,null,null,null
904,Received item quicker than other sellers.  This seller is on the ball for sure!!,null,null,null
905,Fast shipment! A++ Product arrived exactly as advertised!,null,null,null
906,"Absolutely amazing seller, received my item lightning fast. Thanks so much!!!",null,null,null
907,"Very fast shipment, Christmas present, games in unit very easy to wrap.",null,null,null
908,fast shipping  smooth tranaction thanks,null,null,null
909,Okay to deal with; fast shipper; will do business again in the future!,null,null,null
910,fast shipping.  good communicator  The wii is great  thanks,null,null,null
911,We received the Wii in a few days and the reansaction was a breeze! Awsome!,null,null,null
912,AWESOME QUICK SHIPMENT-THANKS,null,null,null
913,great item perfect seller A++++++++,null,null,null
914,fast shipping thanks,null,null,null
915,Received Wii quickly and intact.,null,null,null
916,"Super quick shipping, even wrapped to hide contents - thank you so much!",null,null,null
917,Basically as advertised and arrived in 5 days,null,null,null
918,"Received items in good time but had a question,Why no store copy receipt?",null,null,null
919,fast shipping and answered questions quickly would do business again,null,null,null
920,Very nice. as described and lightning fast shipping! Great ebayer.,null,null,null
921,Very speedy shipping with excellent communication!!! Item as promised.,null,null,null
922,** fast shipping great ebayer--Thank you,null,null,null
923,SHIPPED AS PROMISED..THANKS !,null,null,null
924,great ebayer,null,null,null
925,"Excellent seller A++++, Very quick shipping",null,null,null
926,"Extremely fast shipping, smooth transaction",null,null,null
927,"Great seller, fast shiping A++++",null,null,null
928,Perfect.  Thanks again.,null,null,null
929,"Fast shipping, well-packaged.  Good Communication.  Thanks!",null,null,null
930,Super fast delivery!  Thanks!,null,null,null
931,Thanks for your purchase... awesome e-bayer!,null,cdtek,(Private listing)
932,Great product.  Fast shipping.  AAAA++++++,null,null,null
933,"I paid in tha AM, had a tracking# by the PM, OUTSTANDING, AAAAA",null,null,null
934,The laptop came in time that was said and in the shape that we explained. A++,null,null,null
935,Awesome! Quick Delivery.,null,null,null
936,Great Transaction-Thanks!,null,null,null
937,Thanks for your patience!  Fast Shipping!  Looks great!,null,null,null
938,Just as promised!  Wonderful seller to deal with!  The best!  THANKS!!!,null,null,null
939,Excellent Item.,null,null,null
940,Great Communication. Item arrived quickly. Great Seller,null,null,null
941,"Fast Shipping, Great to deal with!!",null,null,null
942,Quick Shipping. Great Ebayer! Recommended!,null,null,null
943,very good ebayer !,null,null,null
944,"great transaction.  shipping costs seem high but oh well, got what i wanted",null,null,null
945,asset to ebay speedy delivery,null,null,null
946,"great ebayer fast delivery, Thanks",null,null,null
947,"Very fast shipping, the same product listed. Everything perfect!!!",null,null,null
948,Perfect Transaction!! Exactly as described Plus FAST ship!! Thanks! Recommended!,null,null,null
949,"GREAT PRICED ITEM, FAST SHIPMENT",null,null,null
950,Very fast delivery!  Very satisfied with the product I received!,null,null,null
951,"Great price, fast shipping. AAAAAAA+++++ eBay seller!",null,null,null
952,Item as described.  Fast shipping. 5 stars,null,null,null
953,"Nice to deal with A++ , Thanks",null,null,null
954,Wow! Smooth transaction and superfast shipment! Great ebayer!,null,null,null
955,Good ebay guy,null,null,null
956,"great item. shipped fast, thanks!",null,null,null
957,arrived on time and as described,null,null,null
958,"Top marks across the board, replied quickly to all my e-mails...solid seller.",null,null,null
959,Excellent Transaction Quick and Smooth!! Thanks A++++,null,null,null
960,Great communication and fast delivery!  Thanks!,null,null,null
961,Item exactly as advertised.  Quick shipping. Reliable seller.  Thanks!,null,null,null
962,Great no problems...I recommend seller,null,null,null
963,"A+ Great Service, Promp Reply to Questions.",null,null,null
964,"delivery was amazingly fast.product as advertised,A++++",null,null,null
965,"great item ,recommended seller,fast shipping",null,null,null
966,fast shipment. thank you,null,null,null
967,THANKS... love the wii!!!!,null,null,null
968,"fast shipping ,great item",null,null,null
969,Fast Shipping great Ebayer A+,null,null,null
970,Exactly as listed and SUPER fast shipping!!!  THANKS,null,null,null
971,SUPER FAST SHIPPING!! IT JUST TOOK 3DAYS!!!,null,null,null
972,"A superb seller.  Fast shipping and the item is a great piece of machinery,",null,null,null
973,++++++++++,null,null,null
974,Fast shipment....Great seller.....Thank you,null,null,null
975,A+++++++++++++++++++++++++,null,null,null
976,It was well shiped and they left great info for me,null,null,null
977,SUPER SELLER !!!!  Fast Shipping!!! Great product! BUY FROM THIS SELLER!,null,null,null
978,"good product, received quickly",null,null,null
979,seller does what he states. super fast shipping A+++++,null,null,null
980,Great seller!!!!!!!!!!!!,null,null,null
981,Good packaging and  fast shipping+++++++++++++++++++,null,null,null
982,"Item as described, fast, fast shipping, very satisfied.  would buy again",null,null,null
983,AS ADVERTISED. FAST DELIVERY. A+++,null,null,null
984,"Quick shipping, as described.  Thank you!",null,null,null
985,Fast Shipping - Product as Described - Would do Business Again!!,null,null,null
986,*** Very Fast Payment. Pleasure to do business with. Many Thanks. ***,null,kws1990,(Private listing)
987,Quick Shipment!  Great Seller!,null,null,null
988,Instant payment. Great ebayer. Thank you for your purchase. A++++++,null,571657978@deleted,(Private listing)
989,Instant payment. Great ebayer. Thank you for your purchase. A++++++,null,571657978@deleted,(Private listing)
990,FAST SHIPPING GREAT PRODUCT VERY SATISFIED THANKS,null,null,null
991,goos ish,null,null,null
992,GREAT transaction!,null,null,null
993,Great Seller/Great Item Just As Described/AAAAAAAAAA***************,null,null,null
994,got quickly,null,null,null
995,"Extemely pleased, quick shipping",null,null,null
996,Two thumbs up,null,null,null
997,"The system arrived fast and in perfect condition, everything as advertised.",null,null,null
998,"Fast shipping, item was just as described! Excellent eBayer!!!",null,null,null
999,"great seller,exactly as described, super fast shipping.",null,null,null
1000,"Fast shipping, items as stated, great transaction,  A+++++++++",null,null,null
1001,Very cute and sleek! Good product! A+++,null,null,null
1002,thank you good transaction monitor working fine,null,null,null
1003,"Fast, Good producti, Will buy from again  A++",null,null,null
1004,Great product very fast delivery AAAAAA,null,null,null
1005,"EXCELLENT SELLER, MEGA FAST SHIPPING, GREAT PACKING, FIVE STARS ALL THE WAY*****",null,null,null
1006,very quick shipping good ebayer.,null,null,null
1007,"Super fast delivery, works great, thanks for being there with this",null,null,null
1008,Worked Great.  Daughter Loved it!!!!!!!,null,null,null
1009,very fast shipping...great product...as described....A+++,null,null,null
1010,A+++++ We have had so much fun with this-,null,null,null
1011,Very satisfied with everything,null,null,null
1012,excellent quality and fast shipping,null,null,null
1013,Easy transaction.  Item was as described and shipped quickly.,null,null,null
1014,"Excellent seller, item as described + fast shipment.  Very Reliable.  A++",null,null,null
1015,Thank you,null,null,null
1016,Fastest shipping ever! A+++ Seller!!,null,null,null
1017,"Item as described, fast shipment, great ebayer!!!",null,null,null
1018,I felt the description was somewhat misleading.,null,null,null
1019,quick shipment and excellant product,null,null,null
1020,"JUST AMAZING, FASTEST SHIPPING EVER>>>THIS WAS PERFECT!!! THANK ...THANK YOU!!!!",null,null,null
1021,"Great communication, quick transaction.  Awesome eBayer!!!!!!!  Thank you!!!!!!!",null,null,null
1022,Fast delivery of Wii console - prompt attention to completing sale - Thanks!,null,null,null
1023,FAST SHIPPMENT  A+++,null,null,null
1024,Smooth transaction. Speedy delivery. AA++,null,null,null
1025,"Nice doing business with you, speedy delivery.  Thanks",null,null,null
1026,SUPER FAST DELIVERY! TOP SHELF!!!! WILL do business again. =],null,null,null
1027,Fast shipping-THANKS.,null,null,null
1028,"fast delivery, smooth transaction, thanks!",null,null,null
1029,fast shipping exactly what i ordered,null,null,null
1030,"Great product, just as described, quick shipping and excellent communication!!",null,null,null
1031,Great Transaction and Follow-up,null,null,null
1032,"Excellent to deal with, Shipped product same day, responded quickly to questions",null,null,null
1033,Everything went as promised. Better than waiting on line at Toy's R Us!,null,null,null
1034,"Great price, product, and Fast shipping.",null,null,null
1035,"Fast shipping, great product. Thanks!",null,null,null
1036,Quick Shipment. Product was as advertised. Easy Transaction.,null,null,null
1037,very quick transaction,null,null,null
1038,Super quick shipment!!!!!!  Thank you!!!!!,null,null,null
1039,"Very nice to deal with,  Shipping was very quick.  Item came very well packaged.",null,null,null
1040,A PLUS  The seller made my very first ebay shopping experience great!,null,null,null
1041,good deal!  Great item,null,null,null
1042,Fast Shipment.,null,null,null
1043,great seller,null,null,null
1044,ok,null,null,null
1045,came as advertised and appears all fine also timely,null,null,null
1046,great seller,null,null,null
1047,"Great product, great process, great service!!",null,null,null
1048,Item just as described.  Super fast shipping.  A++++++++,null,null,null
1049,A+,null,null,null
1050,+++++Very good ebayer.  Item as described,null,null,null
1051,Fantastic Seller!!!!,null,null,null
1052,great ebayer thanks!!!!,null,null,null
1053,"As advertised,smooth transaction",null,null,null
1054,ordered on Dec. 4th - received Dec.7th. Easy transaction. Super fast delivery!!!,null,null,null
1055,"Great to deal with .sipped quick, answered all ? excellent.",null,null,null
1056,Quick ship.  No hassles  Exactly as described,null,null,null
1057,Great seller; I had a few questions and they were all timely answered.,null,null,null
1058,"Excellent product, shipping and speed++++++++++++++++++",null,null,null
1059,All is well,null,null,null
1060,VERY QUICK SHIPMENT. THANKS,null,null,null
1061,Excellent Computer --- Excellent Ebayer,null,null,null
1062,Excellent Computer --- Thank You --- Great Ebayer,null,null,null
1063,Fast! Thanks for the transaction!,null,null,null
1064,"GREAT SELLER, EXACTLY AS DESCRIBED!",null,null,null
1065,A+++ & Fast!,null,null,null
1066,"item as described,smooth transaction",null,null,null
1067,Great seller fast shipment,null,null,null
1068,"quick shipping , a+ thank you",null,null,null
1069,Accurate Description,null,null,null
1070,Great! Thanks.,null,null,null
1071,Very good experience,null,null,null
1072,Excellent service. Thanks,null,null,null
1073,Great service.  You've made someone very happy this Christmas.  Thanks,null,null,null
1074,Very pleased. You can trust these people. Merry Christmas.,null,null,null
1075,Hope to deal with you again. Thank you.  An asset to the ebay community.,null,justpoundsandounces,null
1076,Quick and easy transaction,null,null,null
1077,Excellent Service!!,null,null,null
1078,great items!!!!,null,null,null
1079,quick shipment,null,null,null
1080,"Great Buyer, Fast Payment, Highly Recommended!!! A++++",null,eat-n-play,null
1081,"A+++! great seller! item exactly as described and swift,secure shipment,Thanks",null,null,null
1082,a+++  service and shipping!  Thanks,null,null,null
1083,Great customer service.  Thank you,null,null,null
1084,Product received super fast!  Seller was very cooperative & communicative.,null,null,null
1085,Great sellar.,null,null,null
1086,"In special message I asked to have shipped to my work, but they shipped home",null,null,null
1087,Fast transaction and shipping.  Thanks!,null,null,null
1088,good seller^^,null,null,null
1089,thanks,null,null,null
1090,"FABULOUS SELLER/great product,good price,immediate ship,unparalleled service!",null,null,null
1091,Great will make a few kids happy,null,null,null
1092,Great,null,null,null
1093,"Very fast shipping!! Very happy, would buy from again! Thanks!!",null,null,null
1094,Fast ship! Thanks! Quick to answer questions too.,null,null,null
1095,Super fast shipping.  Great Transaction!!,null,null,null
1096,not sellers fault fed ex horrible service   GREAT ITEM!!!!!!,null,null,null
1097,Great product.  Fast delivery.,null,null,null
1098,great service,null,null,null
1099,Very prompt shipping!  Thanks so much! Great seller.,null,null,null
1100,Just as described.  Would do business again.,null,null,null
1101,Everything was sent on time and packaged great,null,null,null
1102,very good,null,null,null
1103,Very quick shipment!!  Everything was packaged neatly.,null,null,null
1104,Received item quicker than other sellers.  This seller is on the ball for sure!!,null,null,null
1105,Fast shipment! A++ Product arrived exactly as advertised!,null,null,null
1106,"Absolutely amazing seller, received my item lightning fast. Thanks so much!!!",null,null,null
1107,"Very fast shipment, Christmas present, games in unit very easy to wrap.",null,null,null
1108,fast shipping  smooth tranaction thanks,null,null,null
1109,Okay to deal with; fast shipper; will do business again in the future!,null,null,null
1110,fast shipping.  good communicator  The wii is great  thanks,null,null,null
1111,We received the Wii in a few days and the reansaction was a breeze! Awsome!,null,null,null
1112,AWESOME QUICK SHIPMENT-THANKS,null,null,null
1113,great item perfect seller A++++++++,null,null,null
1114,fast shipping thanks,null,null,null
1115,Received Wii quickly and intact.,null,null,null
1116,"Super quick shipping, even wrapped to hide contents - thank you so much!",null,null,null
1117,Basically as advertised and arrived in 5 days,null,null,null
1118,"Received items in good time but had a question,Why no store copy receipt?",null,null,null
1119,fast shipping and answered questions quickly would do business again,null,null,null
1120,Very nice. as described and lightning fast shipping! Great ebayer.,null,null,null
1121,Very speedy shipping with excellent communication!!! Item as promised.,null,null,null
1122,** fast shipping great ebayer--Thank you,null,null,null
1123,SHIPPED AS PROMISED..THANKS !,null,null,null
1124,great ebayer,null,null,null
1125,"Excellent seller A++++, Very quick shipping",null,null,null
1126,"Extremely fast shipping, smooth transaction",null,null,null
1127,"Great seller, fast shiping A++++",null,null,null
1128,Perfect.  Thanks again.,null,null,null
1129,"Fast shipping, well-packaged.  Good Communication.  Thanks!",null,null,null
1130,Super fast delivery!  Thanks!,null,null,null
1131,Thanks for your purchase... awesome e-bayer!,null,cdtek,(Private listing)
1132,Great product.  Fast shipping.  AAAA++++++,null,null,null
1133,"I paid in tha AM, had a tracking# by the PM, OUTSTANDING, AAAAA",null,null,null
1134,The laptop came in time that was said and in the shape that we explained. A++,null,null,null
1135,Awesome! Quick Delivery.,null,null,null
1136,Great Transaction-Thanks!,null,null,null
1137,Thanks for your patience!  Fast Shipping!  Looks great!,null,null,null
1138,Just as promised!  Wonderful seller to deal with!  The best!  THANKS!!!,null,null,null
1139,Excellent Item.,null,null,null
1140,Great Communication. Item arrived quickly. Great Seller,null,null,null
1141,"Fast Shipping, Great to deal with!!",null,null,null
1142,Quick Shipping. Great Ebayer! Recommended!,null,null,null
1143,very good ebayer !,null,null,null
1144,"great transaction.  shipping costs seem high but oh well, got what i wanted",null,null,null
1145,asset to ebay speedy delivery,null,null,null
1146,"great ebayer fast delivery, Thanks",null,null,null
1147,"Very fast shipping, the same product listed. Everything perfect!!!",null,null,null
1148,Perfect Transaction!! Exactly as described Plus FAST ship!! Thanks! Recommended!,null,null,null
1149,"GREAT PRICED ITEM, FAST SHIPMENT",null,null,null
1150,Very fast delivery!  Very satisfied with the product I received!,null,null,null
1151,"Great price, fast shipping. AAAAAAA+++++ eBay seller!",null,null,null
1152,Item as described.  Fast shipping. 5 stars,null,null,null
1153,"Nice to deal with A++ , Thanks",null,null,null
1154,Wow! Smooth transaction and superfast shipment! Great ebayer!,null,null,null
1155,Good ebay guy,null,null,null
1156,"great item. shipped fast, thanks!",null,null,null
1157,arrived on time and as described,null,null,null
1158,"Top marks across the board, replied quickly to all my e-mails...solid seller.",null,null,null
1159,Excellent Transaction Quick and Smooth!! Thanks A++++,null,null,null
1160,Great communication and fast delivery!  Thanks!,null,null,null
1161,Item exactly as advertised.  Quick shipping. Reliable seller.  Thanks!,null,null,null
1162,Great no problems...I recommend seller,null,null,null
1163,"A+ Great Service, Promp Reply to Questions.",null,null,null
1164,"delivery was amazingly fast.product as advertised,A++++",null,null,null
1165,"great item ,recommended seller,fast shipping",null,null,null
1166,fast shipment. thank you,null,null,null
1167,THANKS... love the wii!!!!,null,null,null
1168,"fast shipping ,great item",null,null,null
1169,Fast Shipping great Ebayer A+,null,null,null
1170,Exactly as listed and SUPER fast shipping!!!  THANKS,null,null,null
1171,SUPER FAST SHIPPING!! IT JUST TOOK 3DAYS!!!,null,null,null
1172,"A superb seller.  Fast shipping and the item is a great piece of machinery,",null,null,null
1173,++++++++++,null,null,null
1174,Fast shipment....Great seller.....Thank you,null,null,null
1175,A+++++++++++++++++++++++++,null,null,null
1176,It was well shiped and they left great info for me,null,null,null
1177,SUPER SELLER !!!!  Fast Shipping!!! Great product! BUY FROM THIS SELLER!,null,null,null
1178,"good product, received quickly",null,null,null
1179,seller does what he states. super fast shipping A+++++,null,null,null
1180,Great seller!!!!!!!!!!!!,null,null,null
1181,Good packaging and  fast shipping+++++++++++++++++++,null,null,null
1182,"Item as described, fast, fast shipping, very satisfied.  would buy again",null,null,null
1183,AS ADVERTISED. FAST DELIVERY. A+++,null,null,null
1184,"Quick shipping, as described.  Thank you!",null,null,null
1185,Fast Shipping - Product as Described - Would do Business Again!!,null,null,null
1186,*** Very Fast Payment. Pleasure to do business with. Many Thanks. ***,null,kws1990,(Private listing)
1187,Quick Shipment!  Great Seller!,null,null,null
1188,Instant payment. Great ebayer. Thank you for your purchase. A++++++,null,571657978@deleted,(Private listing)
1189,Instant payment. Great ebayer. Thank you for your purchase. A++++++,null,571657978@deleted,(Private listing)
1190,FAST SHIPPING GREAT PRODUCT VERY SATISFIED THANKS,null,null,null
1191,goos ish,null,null,null
1192,GREAT transaction!,null,null,null
1193,Great Seller/Great Item Just As Described/AAAAAAAAAA***************,null,null,null
1194,got quickly,null,null,null
1195,"Extemely pleased, quick shipping",null,null,null
1196,Two thumbs up,null,null,null
1197,"The system arrived fast and in perfect condition, everything as advertised.",null,null,null
1198,"Fast shipping, item was just as described! Excellent eBayer!!!",null,null,null
1199,"great seller,exactly as described, super fast shipping.",null,null,null
1200,"Fast shipping, items as stated, great transaction,  A+++++++++",null,null,null
1201,Very cute and sleek! Good product! A+++,null,null,null
1202,thank you good transaction monitor working fine,null,null,null
1203,"Fast, Good producti, Will buy from again  A++",null,null,null
1204,Great product very fast delivery AAAAAA,null,null,null
1205,"EXCELLENT SELLER, MEGA FAST SHIPPING, GREAT PACKING, FIVE STARS ALL THE WAY*****",null,null,null
1206,very quick shipping good ebayer.,null,null,null
1207,"Super fast delivery, works great, thanks for being there with this",null,null,null
1208,Worked Great.  Daughter Loved it!!!!!!!,null,null,null
1209,very fast shipping...great product...as described....A+++,null,null,null
1210,A+++++ We have had so much fun with this-,null,null,null
1211,Very satisfied with everything,null,null,null
1212,excellent quality and fast shipping,null,null,null
1213,Easy transaction.  Item was as described and shipped quickly.,null,null,null
