FEEDBACK,SELLER NAME,PRODUCT NAME,PRODUCT PRICE
Very speedy shipping with excellent communication!!! Item as promised.,null,null,null
** fast shipping great ebayer--Thank you,null,null,null
SHIPPED AS PROMISED..THANKS !,null,null,null
great ebayer,null,null,null
Excellent seller A++++- Very quick shipping,null,null,null
Extremely fast shipping- smooth transaction,null,null,null
Great seller- fast shiping A++++,null,null,null
Perfect.  Thanks again.,null,null,null
Fast shipping- well-packaged.  Good Communication.  Thanks!,null,null,null
Super fast delivery!  Thanks!,null,null,null
Thanks for your purchase... awesome e-bayer!,cdtek,null,null
Great product.  Fast shipping.  AAAA++++++,null,null,null
I paid in tha AM- had a tracking# by the PM- OUTSTANDING- AAAAA,null,null,null
The laptop came in time that was said and in the shape that we explained. A++,null,null,null
Awesome! Quick Delivery.,null,null,null
Great Transaction-Thanks!,null,null,null
Thanks for your patience!  Fast Shipping!  Looks great!,null,null,null
Just as promised!  Wonderful seller to deal with!  The best!  THANKS!!!,null,null,null
Excellent Item.,null,null,null
Great Communication. Item arrived quickly. Great Seller,null,null,null
Fast Shipping- Great to deal with!!,null,null,null
Quick Shipping. Great Ebayer! Recommended!,null,null,null
very good ebayer !,null,null,null
great transaction.  shipping costs seem high but oh well- got what i wanted,null,null,null
asset to ebay speedy delivery,null,null,null
great ebayer fast delivery- Thanks,null,null,null
Very fast shipping- the same product listed. Everything perfect!!!,null,null,null
Perfect Transaction!! Exactly as described Plus FAST ship!! Thanks! Recommended!,null,null,null
GREAT PRICED ITEM- FAST SHIPMENT,null,null,null
Very fast delivery!  Very satisfied with the product I received!,null,null,null
Great price- fast shipping. AAAAAAA+++++ eBay seller!,null,null,null
Item as described.  Fast shipping. 5 stars,null,null,null
Nice to deal with A++ - Thanks,null,null,null
Wow! Smooth transaction and superfast shipment! Great ebayer!,null,null,null
Good ebay guy,null,null,null
great item. shipped fast- thanks!,null,null,null
arrived on time and as described,null,null,null
Top marks across the board- replied quickly to all my e-mails...solid seller.,null,null,null
Excellent Transaction Quick and Smooth!! Thanks A++++,null,null,null
Great communication and fast delivery!  Thanks!,null,null,null
Item exactly as advertised.  Quick shipping. Reliable seller.  Thanks!,null,null,null
Great no problems...I recommend seller,null,null,null
A+ Great Service- Promp Reply to Questions.,null,null,null
delivery was amazingly fast.product as advertised-A++++,null,(Private listing),null
great item -recommended seller-fast shipping,null,(Private listing),null
fast shipment. thank you,null,null,null
THANKS... love the wii!!!!,null,null,null
fast shipping -great item,null,null,null
Fast Shipping great Ebayer A+,null,null,null
Exactly as listed and SUPER fast shipping!!!  THANKS,null,null,null
SUPER FAST SHIPPING!! IT JUST TOOK 3DAYS!!!,null,null,null
A superb seller.  Fast shipping and the item is a great piece of machinery-,null,null,null
++++++++++,null,null,null
Fast shipment....Great seller.....Thank you,null,null,null
A+++++++++++++++++++++++++,null,null,null
It was well shiped and they left great info for me,null,null,null
SUPER SELLER !!!!  Fast Shipping!!! Great product! BUY FROM THIS SELLER!,null,null,null
good product- received quickly,null,null,null
seller does what he states. super fast shipping A+++++,null,null,null
Great seller!!!!!!!!!!!!,null,null,null
Good packaging and  fast shipping+++++++++++++++++++,null,null,null
Item as described- fast- fast shipping- very satisfied.  would buy again,null,null,null
AS ADVERTISED. FAST DELIVERY. A+++,null,null,null
Quick shipping- as described.  Thank you!,null,null,null
Fast Shipping - Product as Described - Would do Business Again!!,null,null,null
*** Very Fast Payment. Pleasure to do business with. Many Thanks. ***,kws1990,null,null
Quick Shipment!  Great Seller!,null,null,null
Instant payment. Great ebayer. Thank you for your purchase. A++++++,571657978@deleted,null,null
Instant payment. Great ebayer. Thank you for your purchase. A++++++,571657978@deleted,null,null
FAST SHIPPING GREAT PRODUCT VERY SATISFIED THANKS,null,(Private listing),null
goos ish,null,null,null
GREAT transaction!,null,null,null
Great Seller/Great Item Just As Described/AAAAAAAAAA***************,null,null,null
got quickly,null,null,null
Extemely pleased- quick shipping,null,null,null
Two thumbs up,null,null,null
The system arrived fast and in perfect condition- everything as advertised.,null,null,null
Fast shipping- item was just as described! Excellent eBayer!!!,null,null,null
great seller-exactly as described- super fast shipping.,null,null,null
Fast shipping- items as stated- great transaction-  A+++++++++,null,null,null
Very cute and sleek! Good product! A+++,null,null,null
thank you good transaction monitor working fine,null,null,null
Fast- Good producti- Will buy from again  A++,null,null,null
Great product very fast delivery AAAAAA,null,null,null
EXCELLENT SELLER- MEGA FAST SHIPPING- GREAT PACKING- FIVE STARS ALL THE WAY*****,null,null,null
very quick shipping good ebayer.,null,null,null
Super fast delivery- works great- thanks for being there with this,null,null,null
Worked Great.  Daughter Loved it!!!!!!!,null,null,null
very fast shipping...great product...as described....A+++,null,null,null
A+++++ We have had so much fun with this-,null,null,null
Very satisfied with everything,null,null,null
excellent quality and fast shipping,null,null,null
Easy transaction.  Item was as described and shipped quickly.,null,null,null
Thank you,fanofstrawberryshortcake,null,null
Super fast shipping- item perfect.  Thanks!,null,null,null
good product fast delivery,null,null,null
WoW! Amazingly fast shipping! Great transaction! Love-Love-Love the MP3 Thanks!,null,null,null
THANK YOU!  SHIPPING WAS LITLE BIT LATE. EXCELLENT DEAL. WOULD DEAL AGAIN.,null,null,null
excellent seller will do business with again,null,null,null
super fast shipping- had so much fun w/this game- even our little one plays !!!!,null,null,null
Very Fast Shipping. Thank you!!! GREAT Seller!!!,null,null,null
Great Communication- Thanks- for the SMOOTH transaction!,null,null,null
Nice- Quick- and as advertised..... What more could you want!!,null,null,null
GREAT TRANSACTION...MY SON  HASNT STOPPED PLAYIN IT YET..TY,null,null,null
Item rec'd as described.  Fast shipping.  Thanks!,null,null,null
Exceptional service.  Fastest delivery I've ever had!,null,null,null
As advertised- quick ship!,null,null,null
Pleasure to so business with- will use again,null,null,null
Awesome!  Thanks for fast shipment; everything just as listed!,null,null,null
Got it fast. Thanks!,null,null,null
fast shipping,null,null,null
Exactly as advertised!  Thanks.,null,null,null
Good price- prompt delivery- item in condition promised.  A+++ seller.,null,null,null
fast shipping-very well packaged- quality item A++++++++++++,null,null,null
As Advertized.  Great transaction.,null,null,null
Great seller. fast shipping. thank you,null,null,null
Everything as noted- very positive.,null,null,null
great transaction - fast delivery,null,null,null
good deal quick shipping,null,null,null
Arrived in great condition and fast! Thank you.,null,null,null
Great bundle for a new family of players- arrived 3 days from ordering,null,null,null
shipping was fast---product was excellent,null,null,null
super  fast shipping  . willing  to  deal with again,null,null,null
as promised- great price- quick shipment,null,null,null
i love this baby stroller and I can joj while walking the baby.,null,null,null
Great Transaction.  Will do business again. A+++,null,null,null
THANKS!!,null,null,null
Wonderful system!  Gr8 ebayer- recommend highly.  Good follow up 2.,null,null,null
Thanks alot- very good deal- highly recommend this E-Bayer!!!!!!,null,null,null
Thanks- works great fast shipping,null,null,null
GREAATTT SELLEERRR! SUPER FAST SHIPPING! WILL SHOP FROM USER AGAIN! AA++++++++++,null,null,null
as advertised and came very quickly,null,null,null
VERY GOOD ITEM as described- QUICK SHIP. HELPFUL seler!,null,null,null
Item received exactly as described. Thanks!,null,null,null
Recieved- everything is great!  God Bless!,null,null,null
Never received markers was refunded payment,null,null,null
great seller!,null,null,null
Quick shipping- Harddrive as described- Thanks,null,null,null
Fast shipment. Product as described.  Wonderful seller. Highly recommend.A+++++,null,null,null
excellent seller.  fast shipping,null,null,null
A+++++ Item as listed would definitely buy again.,null,null,null
Smooth transaction. Fast delivery. good to do buisiness with.,null,null,null
Arrived today PERFECT!!!! Great seller,null,null,null
Prints well- however scratches on screen..shouldn't be there if brand new.,null,null,null
GREAT SELLER! GOT ITEM FASTER THAN EXPECTED!! COMPLETELY SATISFIED!!! THANKS!!!!,null,null,null
item arrived fast and is working good,null,null,null
awsome,null,null,null
Because i didn't receive- but i believe in my senses that this seller is ok.,null,null,null
Smooth transaction- as advertised,null,null,null
Thanks So Much for The Great DVD!!!!,null,null,null
Item as described... fast shipping... good communication... A+++,null,null,null
Item received in perfect condition. My boyfriend was very happy! Thank you!!!,null,null,null
fast response and shipping,null,null,null
Very fast shipment!!!!!  and great price,null,null,null
A+ experience- I will buy from again,null,null,null
great got it so fast!!,null,null,null
Delivered as advertised. Excellent EBAYER!!!,null,null,null
Great product at awesome price,null,null,null
fast shipping would buy from again. A++++++,null,null,null
Transaction went well.  Very fast delivery.,null,null,null
wonderful ebayer. item just as described- and fast shipping. A+!,null,null,null
Got it in a few days after payment. Came with everything and works great. A+++++,null,null,null
Got product quick and it works perfectly!,null,null,null
Item is exactly as described- thanks so much! A+++++++++++++,null,null,null
Item delivered quickly and as promised.  Great doing business with this ebayer,null,null,null
Great Ebayer 4 Star,null,null,null
very nice system!!!!!!!!!!!! GREAT EBAYER!!!!!!!!!!!!!!!!!!!!!!!!!!!11,null,null,null
Awesome Product-Very happy-AAAAAAAAA+++++++++++++++,null,null,null
Good price. Prompt shipping. Item as described. Smooth transaction. A+ Thanks!,null,(Private listing),null
A+ Everything is in good working order!,null,(Private listing),null
GREAT BUYER AAAAAAAAAAAAAAAAAAA+++++++++++++++++++++,null,(Private listing),null
Very patient- good service!,null,(Private listing),null
Item as listed.,null,null,null
Super fast payment - great ebayer - would love to do business with again - A++++,5712789@deleted,null,null
Smooth transaction! Thanks for your fast payment.,yshwc06,null,null
good seller,null,null,null
VERY NICE ROUTER THANKS GREAT SELLER A++++++++++++++++++++,null,null,null
fast shipment have yet to install but looks good so far,null,null,null
Received quickly - careful packaging as described - thanks!,null,null,null
fast shipping!!great product!!great price!!A++++,null,null,null
instant payment. great ebayer! A+++++++++,270858446@deleted,null,null
instant payment. great ebayer! A+++++++++,270858446@deleted,null,null
instant payment. great ebayer! A+++++++++,270858446@deleted,null,null
Instant payment- great transaction & an excellent customer. Highly recommended,44811115@deleted,null,null
thanks for the printer!,null,null,null
Super fast shipping...great ebayer! Thank you!,null,null,null
Very fast transaction!  Awesome Ebayer!,null,null,null
Exactly what I wanted and fast shipment! Thanks!,null,null,null
Great transaction. Thanks!,null,null,null
Item arrived quickly and in good condition.  A++,null,null,null
great,null,null,null
Nice Item Thanks!!,null,null,null
great seller- good item recommendable.  super fast ship.  thank u,null,null,null
Excellent Ebayer. Went out of the way to get my purchase to me quickly...,null,null,null
Very impressed- shiped fast- received a good system.,null,null,null
good quality item.every thing function correctly. everything in the box.,null,null,null
Great product. Saved a bunch of money. thank you. A+,null,null,null
****Excellent seller******,null,null,null
Excellent seller -- super fast shipment- a pleasure to work with.,null,null,null
Got  what we ordered in new condition,null,null,null
no problems perfect transaction,null,null,null
Thank You,null,null,null
Great Buyer! Fast Payment! A+++!!!,sakuradreams,null,null
Great deal- fast shipping- Thanks very much!! AAAAA****,null,null,null
good,null,null,null
Item arrived as advertised.  Good seller.,null,null,null
Fast Payment- thanks!,machxi,null,null
Good product.  No problems with transaction.,null,null,null
Awesome deal! A++ ebayer!,null,null,null
Item as described- promptly shipped.  Would buy from again.  Thanks!,null,null,null
Fantastic seller! Super fast shipping. THANK YOU!!!!!,null,null,null
A+++ Seller! Item just as described! Fast and easy Transaction!,null,null,null
Good Shipping Good Ebayer,null,null,null
Arrived quickly and in great shape. Thank you!,null,null,null
Arrived quickly and in great shape. Thank you!,null,null,null
A++  Exactly What was ordered.,null,null,null
Great Item- Fast Shipping!,null,null,null
thank you ! i will have a very happy grandson,null,null,null
Great Product super fast shipping! A +++,null,null,null
Great to do business with. Very fast shipment  and product was as stated. A+++++,null,null,null
Fast shipping- and just what I ordered.  Thanks!,null,null,null
excellent communication- great ebayer,null,null,null
Item Just as described- shipped Super Fast- thanx alot- Awesome Seller- A++++,null,null,null
very happy with respanse time,null,null,null
Product was as promised- prompt delivery- good seller,null,null,null
Fast ship- great item- thank you!!,null,null,null
Really good product- good shipping- good seller.,null,null,null
Great Seller.  Fast Shipping.  THANKS!,null,null,null
GREAT TIMEING AND EVEN BETTER SPEAKER,null,null,null
In great condition as advertised!,null,null,null
THANKS,angela26294,null,null
Great seller. Fast shipping. Would gladly do business again.,null,null,null
A+++++++ Seller  Good Communication,null,null,null
Good Seller...Merch is as advertised. Fast shipping,null,null,null
fast shipping - A++++++++++++++,null,null,null
great seller!  shipment was recieved shortly after payment.,null,null,null
great ebayer!!!! fast shipping!!!!!,null,null,null
OUTSTANDING SERVICE THANKS!!!!!!!!!!,null,null,null
fast order and payment; recommend highly,c-51648,null,null
A+++  Good Price- Fast Shipping and Excellent Comunication. Recommend!,null,null,null
Excellent service,null,null,null
HOLY COW!!!  CRAZY FAST SHIPPING!!!!!!!!!!  A+++++++++++++++++++++++++,null,null,null
A++ fast shipper,null,null,null
fast delivery,null,null,null
Item As Described And Good Shipping A++++ Ebayer Would Buy From Again,null,null,null
item as descriped.  thanks!,null,null,null
Fast shipping.. good ebayer,null,null,null
EXACTLY as advertised; PERFECT transaction; GREAT ebay seller; Thanks!!!,null,null,null
Great Seller!!  Great Communciation- great service!,null,null,null
Thank u,null,null,null
FAST shipment!  DEFECTIVE item & couldn't get $ back = ( .. Still a GOOD seller.,null,null,null
I received the card in reasonable time in perfect condition,null,null,null
Fast service...good seller...recommended,null,null,null
Great price great delivery AAAA+++++++++,null,null,null
good stuff man!,null,null,null
Excellent Item- Fast Shipping!! AAAAAAAA++++++,null,null,null
Fast shipment... well packaged... A+ deal. Thanks!!,null,null,null
great product fast shipping AAAA++++,null,null,null
DVD in perfect condition. Recommend seller.,null,null,null
Excellent service- very fast,null,null,null
As listed- quick shipping- easy transaction. Thanks!!!,null,null,null
A+++ FasTSHIPPING! GREAT COMMUNICATION! GREAT MERCH! THANKS!,null,null,null
great transaction thanks again,null,null,null
Quick shipping... smooth transaction A+,null,null,null
Awesome movie- in great condition!!!!,null,null,null
Great item thanks,null,null,null
Excellent! fast service. Great ebayer Thanks!,null,null,null
very informative when asked a question about product.,null,null,null
Great Seller- Fast Shipping- GREAT PRODUCTS!!!!! Highly Recommended,null,null,null
product as described.  quick shipping. thanks!,null,null,null
Great transaction.  Super fast shipping.  Thanks!,null,null,null
Great Ebayer - fast shipment A+++,null,null,null
As advertised. Quick shipping. Thanks!,null,null,null
Great Product! Great Transaction! Thanks!,null,null,null
Very happy with the way of  doing bussiness . Everything worked fine. thank you,null,null,null
Perfect!...Excellent comunication...super fast shipping.,null,null,null
Thanks- great deal! A+,null,null,null
Great price and really fast shipping. I want a gameboy ds lite,null,null,null
Great to deal with,null,null,null
Router arrived- product just as described- thanks,null,null,null
No Problems. Fast Shipping.,null,null,null
been great buying from you+++++++++++++,null,null,null
great item. very gd ebayer.,null,null,null
very fast service.  item as ordered.  very satisfied,null,null,null
great to deal with saved me lots of money,null,null,null
FAST shipment!!  Great product at a great price!  will do business again-Thanks,null,null,null
perfect transaction,null,null,null
quick shipping,null,null,null
Fast- easy transction!  Prompt delivery!  WOULD HIGHLY  RECOMMENDED!!!!,null,null,null
Very good service good condition on arrival thanks,null,null,null
good seller.  fast shipping and good communication.  highly reccomended!,null,null,null
smooth transaction! Nice to deal with,null,null,null
Great item- fast shipping- packaged well. Item new as described. Thank you-A++++,null,null,null
Smooth transaction -- product as listed  and shipped timely . A++,null,null,null
Fast shipping- works great! Thanks! AAA++++,null,null,null
fast delivery item as described- thankyou,null,null,null
Awesome !   Asset to Ebay !   A+ A+ A+ A+ A+,null,null,null
VERY FAST Shipping! Brand New! AWESOME Ebayer! Thanks!!,null,null,null
ITEM AS ADVERTISED GREAT TRANSACTION,null,null,null
Item as promised-thanks,null,null,null
Looks good- doesn't apear to be new though.  Checked warranty... still valid.,null,null,null
fast delivery!! great product,null,null,null
fast buyitnow payment!,kwokdawg,null,null
good shipping time! thanks!,null,null,null
fast shipping..pleasure doing business..excellent seller..A++++++++++,null,null,null
Quick easy transaction- Excellent shipping,null,null,null
Super fast delivery got the movie in 3 days from end of Auctions. Awesome Seller,null,null,null
fast service and shipping- recommended. A+,null,null,null
great deal bro...,null,null,null
Excellent transaction.  Fast shipping.  AAAAA+++ ebay seller.,null,null,null
very fast shipping great ebayer!!!,null,null,null
good item,null,null,null
Recieved the dvd Thank you AAAAAAA+++++++++++++++++,null,null,null
Just as described ... Thank You,null,null,null
Great item and received super fast.  Thanks.,null,null,null
Good product! Delivered as described. Thanks! Will buy again from this Ebayer!!!,null,null,null
great transaction! really fast shipping and a good ebayer! AAAAA+,null,null,null
Arrived quickly. Item exactly as described. Good seller: helpful and responsive!,null,null,null
Excellent ebayer!,320161841@deleted,null,null
Excellent ebayer!,320161841@deleted,null,null
Thank you for your fast payment! A++ ebayer!,lofever,null,null
Great Seller! Fast Shipping! AAAA++++++++++  Would buy from again!,null,(Private listing),null
excellent ebayer-terrific product A++++,null,(Private listing),null
Great Item . Thanks. Great Ebayer . AAAAAAAAAAAAAAAA+++++++++++,null,(Private listing),null
GREAT PRODUCT VERY QUICK TRANSACTION,null,null,null
fast shipment--good communication-item exactly as promised-A+++++ seller--thanks,null,null,null
Great seller! Would love to do business with again.,null,null,null
Great Items and FAST Shiping,null,null,null
I am so pleased!  I found what I have been looking for!  Great Service! Thanks!,null,null,null
Came NEW  just as Advertised!--Thanks!!,null,null,null
nice transaction thanks,null,null,null
Very fast delivery- A+ Will do busness again.,null,null,null
Item was as avertised and delivered promptly.,null,null,null
Smooth transaction- fast shipping. A+++ seller. Thanks!,null,null,null
As described. Smooth Transaction. Thanks!,null,null,null
extremely fast payer- great ebayer. A++++,84551369@deleted,null,null
Thank you so much! i can  now enjoy my bluetooth earpiece :) A+++,null,null,null
excellent job! would buy from again!  my wife loves it!,null,null,null
Fast delivery- very responsive- would buy again!,null,null,null
nice and easy,null,null,null
Delivered as promise... GREAT SELLER!!!!,null,null,null
RipOff - Paid -Item did not work- returned item but promised refund never made,null,null,null
Thank You- very fast shipping just in time for the beach!!!,null,null,null
Nice item- happy with the seller. I give you an A+++,null,null,null
Very nice monitor. I have one just like. Wanted another for dual monitor display,null,null,null
Great transaction. Fast shipping.,null,null,null
Fast shipment. Flawless product. Great Ebayer. w00t!,null,null,null
Fast shipment and product as described.  Recommend!!!,null,null,null
Fast shipping- product just like represented. Great seller.,null,null,null
Great ebayer!!!!!!!!!,null,null,null
thanks for a great transaction!,null,null,null
THANKS FOR THE QUICK SHIPMENT!,null,null,null
Received item EXTREMELY quickly and in excellent shape!  GREAT seller!  A++,null,null,null
A++ Fast service- exactly as advertised. I recommend this seller.,null,null,null
Easy Transaction.  Fast Shipment,null,null,null
Item just as described.  Thank you!,null,null,null
Thanks for the super fast shipping.  A+++++ ebayer!,null,null,null
quick delivery will do buisness again AAAA+++++,null,null,null
Item was exactly as described and came quickly.,null,null,null
Super fast shipping...excellent product! AAAAAAAA++++++++++++++++,null,null,null
Great item as described .... Great Seller ... ThanKS!!!  =D,null,null,null
thank you for,null,null,null
ALWAYS A PLEASURE DO BUSINESS WITH A+++++++++ EBAYER,null,null,null
Got it and thank you!,null,null,null
A pleasure to do business with.,anewmorebeautifulyou,null,null
Super quick payment. Hope to do business with again SOON!,anewmorebeautifulyou,null,null
Excellent Ebayer!!! Speedy shipping- A+++++++++++++++++++,null,null,null
grandkids love these--ALL BUYERS-THIS SELLER DOESN'T RIP YOU OFF ON SHIPPING!!!!,null,null,null
this is great--now just need to learn to use it---thanks!!!!,null,(Private listing),null
AWESOME SELLER- WOULD BUY AGAIN- A++++++++,null,(Private listing),null
Great Seller.  Thanks,null,null,null
Good Seller,null,null,null
Good eBayer. Thank you!,null,null,null
Thank You! Quick Shipping and great markers!,null,null,null
perfect- thank you,null,null,null
Pens received...thank you nice prompt service...,null,null,null
Thank you for an easy- pleasant transaction. Excellent buyer. A++++++.,bingshoppings,null,null
Great Item & Super Fast Shipping (Zooom Zooom)- Great Seller A+++,null,null,null
hard drive arrived safely- thank you,null,null,null
Shipping was prompt- no problems. Thanks! A+++,null,null,null
fast fast fast,null,null,null
GREAT ITEM!!!!!!!!!!!!!!!!!!!!LOVE IT!!!!!!!!!!!!!!!,null,null,null
Excellent item.  Super fast shipping.,null,null,null
EXCELLENT seller. Thanks for shipping so fast!,null,null,null
Quick shipment- perfect condition.  Recommend this seller!,null,null,null
Great seller- well packaged- FAST delivery - very pleased- thank you! A+++++,null,null,null
Good communications - an asset to the E-bay community!!!,null,null,null
Hope to deal with you again. Thank you.,bingshoppings,null,null
iIt was a great price and got it on time,null,null,null
Supurb service,null,null,null
A++++++++++++ EBAYER!!!! HIGHLY RECOMMENDED!!!!!!,null,null,null
I'd buy from this seller again!,null,null,null
Thank you - great service!,null,null,null
thank you...fast shipping...i wasnt expecting to get it until a couple more days,null,(Private listing),null
good transaction,null,null,null
Super fast shipping- great item. Thanks. A+,null,null,null
great ebayer!! fast shipping!! thanks!!!,null,null,null
great product. Shipped without USB cable. It's All Good Though. Thanks.C+Ebayer!,null,null,null
Good Business and Good Seller,null,null,null
Good buyer- prompt payment- valued customer- highly recommended.,bingshoppings,null,null
thanks!,null,null,null
recieved thanks,null,null,null
GREAT SELLER- I WILL BUY AGAIN- AAA+++,null,null,null
Thanks for a smooth transaction.,null,null,null
Fast delivery in a well wrapped box.  Thank you!,null,null,null
Excellent merchandise- quick shipping- excellent seller. Thank you,null,null,null
incredibly fast shipping. thanks,null,null,null
Smooth sale- great price- quick ship.  Recommend!,null,null,null
Great seller- Great Product-  very fast shipping. Look to do business again,null,null,null
Great item- as described- fast shipping. Easy to work with...Great seller!,null,null,null
awesome item- fast delivery,null,null,null
great seller. quick- and good. would recommend!,null,null,null
Quick shipping- item as described.  A highly recommended seller.,null,null,null
Thanks!!please leave me feedback also,null,null,null
Thanks! New and Fast Shipping,null,null,null
instant payment.thank you very much! A++++++,fatdeal4u,null,null
Great ebayer! Thanks!,72347078@deleted,null,null
EXCELLENT ! ! !  Fast response and product worked great.  A++++++++,null,null,null
Fast Shipment- Great Product- would buy from again. AAA+,null,(Private listing),null
Instant pay. Thanks a lot! Willing to do business with again!  A++++++,maimaity,null,null
as described,null,(Private listing),null
Easy transaction. Thank you for the monitor.,null,null,null
(Â¯`'Â•.Â¸ (Â¯`'Â•.Â¸ THANK YOU! Â¸.Â•'Â´Â¯)Â¸.Â•'Â´Â¯),null,null,null
fast ship++++++++++++++,null,null,null
Thank you for fast payment! Great ebayer A+++,lofever,null,null
Very Good Communication  As Described  AAA++++,null,null,null
very fast shipment and quality merchandise. Very good trader. A+++,null,null,null
Great seller A+++++,null,null,null
paid promptly and as agreed smooth transaction thank you!,everythingauction,null,null
Came fast! Great Product!!!,null,null,null
Prompt response,null,null,null
Got it SUPER FAST!!!!   I love my new monitor - it's better than I had hoped!,null,null,null
OUTSTANDING.............Highly recommended!!,null,null,null
Extremely great ebay customer- quick payment and easy to deal with. Great!!!!,rucksters,null,null
very fast payment- A+++++,paullide,null,null
box not packaged well for laptop being inside- but good honest ebayer.,null,null,null
Excellent seller- great communication- A+++!!!! Thanks again!,null,null,null
Great item- super FAST shipping! Excellent service...,null,null,null
Excellent Ebayer to do business with.  Item as described. Fast Shipment.  A+++++,null,null,null
Fast Payment. Great Ebayer. Thank You. Welcome back shopping again.,etrading2003,null,null
Fast Shipment! Great product!!!,null,null,null
Great Monitor- super fast delivery.   Would buy again.  A+,null,null,null
Very speedy with the shipping- A +++,null,null,null
Fast delivery- well packaged all as described - Thanks,null,null,null
very smooth delivery,null,null,null
Great transaction!,randomosity2,null,null
Immediate payment- a pleasure to deal with!!  A+++++++,bubtilda,null,null
very good seller- perfect transaction.,null,null,null
Fast shipping awesome seller a+++++,null,null,null
smooth transaction!  Nice to deal with,null,null,null
